file,DewettingResult,CrackResult,GT_Dewetting,GT_Crack,GT_Dewetting_Std,GT_Crack_Std,GT_Dewetting_Labeller 1,GT_Dewetting_Labeller2,GT_Dewetting_Labeller3,GT_Crack_Labeller1,GT_Crack_Labeller2,GT_Crack_Labeller3
fire_cleansed-07192019120423-86.jpg,6.3,0.2,6,0.33,0,0.47140452,6,6,6,0,0,1
fire_cleansed-07192019120424-87.jpg,6.5,0.1,6.67,0.33,0.47140452,0.47140452,6,7,7,1,0,0
fire_cleansed-07192019120425-88.jpg,6.9,0.1,7,0.33,0.81649658,0.47140452,7,8,6,1,0,0
fire_cleansed-07192019120427-89.jpg,6.8,0.1,7.33,0.67,0.47140452,0.94280904,7,8,7,0,2,0
fire_cleansed-07192019120428-90.jpg,7.2,0.1,6.67,0,0.47140452,0,7,7,6,0,0,0
fire_cleansed-07192019120429-91.jpg,7.1,0.2,7.33,0,0.47140452,0,7,8,7,0,0,0
fire_cleansed-07192019120430-92.jpg,7.1,0.1,7.67,0.67,0.94280904,0.47140452,7,9,7,1,0,1
fire_cleansed-07192019120431-93.jpg,7.5,0.1,7.67,0.33,0.94280904,0.47140452,7,9,7,0,1,0
fire_cleansed-07192019120432-94.jpg,7.5,0.1,7.67,1,0.47140452,0,7,8,8,1,1,1
fire_cleansed-07192019120434-95.jpg,7.6,0.1,8,1,0,0.81649658,8,8,8,1,2,0
fire_cleansed-07192019120435-96.jpg,8,0.1,7.33,0.67,0.47140452,0.94280904,7,8,7,0,2,0
fire_cleansed-07192019120436-97.jpg,8.5,0.1,8.33,0.33,0.47140452,0.47140452,9,8,8,1,0,0
fire_cleansed-07192019120437-98.jpg,8.4,0,8.67,0.67,0.47140452,0.47140452,9,8,9,0,1,1
fire_cleansed-07192019120438-99.jpg,8.6,0.1,8.33,0,0.47140452,0,9,8,8,0,0,0
fire_cleansed-07192019120439-100.jpg,8.6,0.1,8.67,0,0.94280904,0,8,10,8,0,0,0
0.jpg,0,0,0.33,0,0.47140452,0,0,0,1,0,0,0
1027_9_9.jpg,0,9.3,0.33,9.67,0.47140452,0.47140452,0,1,0,10,10,9
1033_3_2.jpg,0,3.4,0.67,4.33,0.47140452,0.47140452,0,1,1,4,5,4
14.jpg,0.1,1.7,0.33,1.67,0.47140452,0.94280904,0,0,1,1,3,1
1632_1_0.jpg,0.1,1.2,0.33,1,0.47140452,0.81649658,0,1,0,2,0,1
1972_1_1.jpg,0.1,0.5,0,0.67,0,0.47140452,0,0,0,0,1,1
25.jpg,0,2.1,0.67,3,0.47140452,0.81649658,0,1,1,2,4,3
27.jpg,0,2.7,0.33,2.67,0.47140452,0.47140452,0,1,0,3,2,3
39.jpg,0,4,0.33,4.33,0.47140452,0.47140452,0,0,1,4,5,4
43.jpg,0,4.1,0.67,4.33,0.47140452,0.47140452,0,1,1,5,4,4
50.jpg,0.1,4.3,0,4.67,0,0.47140452,0,0,0,5,5,4
564_3_2.jpg,0,3.5,0.33,4,0.47140452,0.81649658,0,1,0,3,5,4
565_3_4.jpg,0,5,0.33,5.33,0.47140452,0.47140452,0,0,1,5,5,6
602_5_6.jpg,0,6.6,0,6.67,0,0.94280904,0,0,0,6,8,6
605_8_7.jpg,0,7.2,0.33,7.33,0.47140452,0.47140452,0,1,0,8,7,7
629_5_6.jpg,0,6.9,0,6.67,0,0.47140452,0,0,0,6,7,7
95.jpg,0,8.5,0.67,9.33,0.47140452,1.24721913,1,1,0,8,11,9
0.jpg,0,2.7,1,3.33,0.81649658,0.47140452,0,2,1,3,4,3
1.jpg,0,1.2,0.33,1,0.47140452,0.81649658,0,1,0,1,0,2
10.jpg,0,5.8,0.67,5.67,0.94280904,0.47140452,0,2,0,6,5,6
100.jpg,0,0.1,0,0.33,0,0.47140452,0,0,0,1,0,0
1008.jpg,0,6.9,0.67,6.33,0.47140452,0.47140452,1,1,0,6,7,6
101.jpg,0,0,0.33,1,0.47140452,0.81649658,0,1,0,1,2,0
1018.jpg,0,4.2,0.67,4.33,0.47140452,0.47140452,0,1,1,4,5,4
1019.jpg,0,7.7,0,8.33,0,0.47140452,0,0,0,8,9,8
102.jpg,0,0,0,0,0,0,0,0,0,0,0,0
1020.jpg,0,5.3,0,5.67,0,0.47140452,0,0,0,6,6,5
1022.jpg,0,1.6,1,2,0.81649658,0.81649658,0,2,1,2,3,1
1023.jpg,0,1.5,0.33,2.33,0.47140452,0.47140452,0,1,0,2,3,2
1024.jpg,0,3.6,0.67,4.67,0.47140452,0.94280904,0,1,1,4,6,4
1025.jpg,0,2.8,0.33,3.67,0.47140452,0.47140452,0,1,0,4,4,3
1026.jpg,0,2.8,0.33,3,0.47140452,0.81649658,0,1,0,4,2,3
1027.jpg,0,9.3,0.33,10,0.47140452,0,0,0,1,10,10,10
103.jpg,0,0,0.33,0.33,0.47140452,0.47140452,0,1,0,0,0,1
1030.jpg,0,4.5,0.33,5,0.47140452,0.81649658,0,0,1,6,4,5
1031.jpg,0,4.8,0,4.33,0,0.47140452,0,0,0,4,4,5
1032.jpg,0,4.6,0.33,4.67,0.47140452,0.47140452,0,1,0,5,5,4
1033.jpg,0,3.4,0,3.67,0,0.47140452,0,0,0,4,3,4
1034.jpg,0,7.6,1,7.67,0.81649658,0.47140452,1,2,0,8,7,8
1036.jpg,0,2.5,0.67,3,0.47140452,0,0,1,1,3,3,3
1037.jpg,0,5.6,0.33,6.33,0.47140452,1.24721913,0,1,0,6,8,5
104.jpg,0,0,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
105.jpg,0,0,0.67,0.67,0.47140452,0.94280904,0,1,1,0,2,0
106.jpg,0,0,0.67,0.67,0.47140452,0.94280904,0,1,1,0,2,0
107.jpg,0,0,0,0,0,0,0,0,0,0,0,0
1076.jpg,0,0.4,0.33,1,0.47140452,0,0,1,0,1,1,1
1077.jpg,0,0.6,0.33,1,0.47140452,0.81649658,0,0,1,1,2,0
1078.jpg,0,0.3,0.67,0.33,0.47140452,0.47140452,0,1,1,0,1,0
1079.jpg,0,0.3,0.33,0.67,0.47140452,0.47140452,0,1,0,0,1,1
108.jpg,0,0,0.33,0,0.47140452,0,0,1,0,0,0,0
1080.jpg,0,0,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
1081.jpg,0,0,0.67,0.33,0.47140452,0.47140452,1,1,0,0,1,0
1082.jpg,0,0.5,0,0.67,0,0.47140452,0,0,0,1,0,1
1083.jpg,0,0.9,0.33,0.67,0.47140452,0.47140452,1,0,0,1,0,1
1084.jpg,0,0.9,0,1.33,0,0.47140452,0,0,0,1,2,1
1085.jpg,0,0.4,0.67,1.33,0.47140452,0.47140452,0,1,1,1,2,1
1086.jpg,0,0.7,0.33,1.33,0.47140452,0.47140452,0,1,0,1,2,1
1087.jpg,0,0.2,0,0.33,0,0.47140452,0,0,0,0,1,0
1088.jpg,0,0.3,0.33,0.67,0.47140452,0.94280904,0,0,1,0,2,0
1089.jpg,0,0.2,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
109.jpg,0,0,0,1,0,0.81649658,0,0,0,1,2,0
1090.jpg,0,0,0,0,0,0,0,0,0,0,0,0
1091.jpg,0.1,0.4,0,0.33,0,0.47140452,0,0,0,0,1,0
1092.jpg,0.1,0.2,0.67,0.67,0.94280904,0.94280904,0,2,0,0,2,0
1093.jpg,0,0,0,0.67,0,0.94280904,0,0,0,0,2,0
1094.jpg,0,0,0.33,0.33,0.47140452,0.47140452,0,1,0,0,0,1
1095.jpg,0,0.3,0.67,0.33,0.47140452,0.47140452,0,1,1,0,1,0
1096.jpg,0,0,0.33,0,0.47140452,0,0,0,1,0,0,0
1097.jpg,0,0,0,0,0,0,0,0,0,0,0,0
1098.jpg,0,0.5,0,0.67,0,0.94280904,0,0,0,0,2,0
1099.jpg,0,0.4,0.67,0.33,0.47140452,0.47140452,1,1,0,0,1,0
11.jpg,0,5.7,0.33,6,0.47140452,0.81649658,0,0,1,5,7,6
110.jpg,0,0,1,0,0,0,1,1,1,0,0,0
1100.jpg,0,0.3,0.33,0.67,0.47140452,0.94280904,1,0,0,0,2,0
1101.jpg,0,0.3,0.67,0.67,0.94280904,0.47140452,0,2,0,1,1,0
1102.jpg,0,0.2,0.33,0.33,0.47140452,0.47140452,0,0,1,0,0,1
1103.jpg,0,0.3,0,0.33,0,0.47140452,0,0,0,0,1,0
1104.jpg,0.1,0.2,0.33,0.33,0.47140452,0.47140452,0,1,0,1,0,0
1105.jpg,0,0,0,0,0,0,0,0,0,0,0,0
1106.jpg,0,0,0,0.33,0,0.47140452,0,0,0,1,0,0
1107.jpg,0,0.2,0.33,0.33,0.47140452,0.47140452,0,1,0,1,0,0
1108.jpg,0,0.3,0.33,0.67,0.47140452,0.47140452,0,1,0,1,1,0
1109.jpg,0,0.4,0.33,0.67,0.47140452,0.47140452,0,0,1,0,1,1
111.jpg,0,0,0,0.33,0,0.47140452,0,0,0,1,0,0
1110.jpg,0,0.1,0.33,0.33,0.47140452,0.47140452,0,0,1,0,1,0
1111.jpg,0,0.1,1,0.67,0.81649658,0.47140452,0,2,1,1,1,0
1112.jpg,0,0.3,0,0.33,0,0.47140452,0,0,0,0,0,1
1113.jpg,0,0.4,0,0,0,0,0,0,0,0,0,0
1114.jpg,0,0.2,0.33,1,0.47140452,0.81649658,0,1,0,1,2,0
1115.jpg,0,0.2,0.33,0.67,0.47140452,0.47140452,0,0,1,1,0,1
1116.jpg,0,0.3,0.33,1,0.47140452,0.81649658,0,0,1,1,2,0
1117.jpg,0,0.3,0.33,0.33,0.47140452,0.47140452,0,0,1,0,0,1
1118.jpg,0,0.1,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
1119.jpg,0,0.8,0,1.33,0,0.47140452,0,0,0,1,2,1
112.jpg,0.1,0,0.67,0.67,0.47140452,0.94280904,0,1,1,0,2,0
1120.jpg,0,0.2,0.33,0,0.47140452,0,0,0,1,0,0,0
1121.jpg,0,0.5,1,0.33,0,0.47140452,1,1,1,0,0,1
1122.jpg,0,0.1,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
1123.jpg,0,0.1,0.33,0,0.47140452,0,0,1,0,0,0,0
1124.jpg,0,0.2,0,0.33,0,0.47140452,0,0,0,0,1,0
1125.jpg,0,0.2,0.33,1,0.47140452,0.81649658,0,0,1,1,2,0
1126.jpg,0,0,0.33,0.33,0.47140452,0.47140452,0,1,0,0,1,0
1127.jpg,0,0.1,0,0.33,0,0.47140452,0,0,0,1,0,0
1128.jpg,0,0,0,0.33,0,0.47140452,0,0,0,0,1,0
1129.jpg,0,0,0,0,0,0,0,0,0,0,0,0
113.jpg,0.1,0,0.33,0,0.47140452,0,0,0,1,0,0,0
1130.jpg,0,0.1,0.33,0.33,0.47140452,0.47140452,0,1,0,0,1,0
1131.jpg,0,0.3,0,0.67,0,0.47140452,0,0,0,0,1,1
1132.jpg,0,0.1,0.33,0.33,0.47140452,0.47140452,0,1,0,0,1,0
1133.jpg,0,0.2,0.33,0.33,0.47140452,0.47140452,0,1,0,1,0,0
1134.jpg,0,0.8,0,0.67,0,0.47140452,0,0,0,1,0,1
1135.jpg,0,0.4,0.67,0.33,0.47140452,0.47140452,0,1,1,1,0,0
1136.jpg,0,0,0,0.33,0,0.47140452,0,0,0,1,0,0
1137.jpg,0,1.8,0,2,0,0,0,0,0,2,2,2
1138.jpg,0,2.6,0.67,2,0.47140452,0.81649658,0,1,1,3,1,2
1139.jpg,0,0.7,0,0.67,0,0.94280904,0,0,0,0,2,0
114.jpg,0,0,0.33,0,0.47140452,0,0,1,0,0,0,0
1140.jpg,0,1.4,0.33,1.67,0.47140452,0.94280904,0,1,0,1,3,1
1141.jpg,0,0.8,0,1.67,0,0.47140452,0,0,0,2,2,1
1142.jpg,0,0.5,0.67,0.67,0.47140452,0.94280904,0,1,1,0,2,0
1143.jpg,0,0,0.33,0.33,0.47140452,0.47140452,0,0,1,0,1,0
1144.jpg,0,0,0,0.33,0,0.47140452,0,0,0,1,0,0
1145.jpg,0,0.1,0.67,0,0.47140452,0,0,1,1,0,0,0
1146.jpg,0,0,1,0,0.81649658,0,0,2,1,0,0,0
1147.jpg,0,0.2,0,0.33,0,0.47140452,0,0,0,0,1,0
1148.jpg,0,0.2,0.67,0.67,0.47140452,0.94280904,0,1,1,0,2,0
1149.jpg,0,0.2,0.33,0.67,0.47140452,0.47140452,0,0,1,0,1,1
115.jpg,0,0,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
1150.jpg,0,0.1,0.67,0.67,0.47140452,0.47140452,0,1,1,0,1,1
1151.jpg,0.1,0.1,0.33,0.33,0.47140452,0.47140452,1,0,0,0,1,0
1152.jpg,0.1,0,0.33,0.67,0.47140452,0.94280904,0,1,0,0,2,0
1153.jpg,0.1,0,0.67,0,0.94280904,0,0,2,0,0,0,0
1154.jpg,0,0,0.67,0.33,0.47140452,0.47140452,0,1,1,0,1,0
1155.jpg,0,1.5,0.33,1.33,0.47140452,0.94280904,0,1,0,2,0,2
1156.jpg,0,1.4,0.33,1,0.47140452,0,0,1,0,1,1,1
1157.jpg,0,0.3,0.5,0,0.5,0,0,1,,0,0,
1158.jpg,0,0.9,0.5,0.5,0.5,0.5,0,1,,0,1,
1159.jpg,0,0.5,0.5,1,0.5,0,0,1,,1,1,
116.jpg,0,0.3,0.5,0,0.5,0,0,1,,0,0,
1160.jpg,0,0.2,0.5,1,0.5,1,0,1,,0,2,
1161.jpg,0,0.2,0.5,1,0.5,1,0,1,,0,2,
1162.jpg,0,0.5,0,1,0,1,0,0,,0,2,
1163.jpg,0,0.5,0.5,1,0.5,1,1,0,,2,0,
1164.jpg,0,0,0,1,0,1,0,0,,0,2,
1165.jpg,0,0,0,0,0,0,0,0,,0,0,
1166.jpg,0,0,0,0,0,0,0,0,,0,0,
1167.jpg,0,0.7,0.5,0.5,0.5,0.5,0,1,,1,0,
1168.jpg,0,0.6,0.5,0.5,0.5,0.5,0,1,,1,0,
1169.jpg,0,1.1,0,2,0,1,0,0,,1,3,
117.jpg,0,0,0,0,0,0,0,0,,0,0,
1170.jpg,0,0.7,0,1,0,1,0,0,,0,2,
1171.jpg,0,0.1,0,0,0,0,0,0,,0,0,
1172.jpg,0.1,0.5,0.5,0.5,0.5,0.5,0,1,,1,0,
1173.jpg,0,0.6,0,0,0,0,0,0,,0,0,
1174.jpg,0,0.4,0.5,0.5,0.5,0.5,0,1,,0,1,
1175.jpg,0,0.2,0,1.5,0,0.5,0,0,,1,2,
1176.jpg,0,0.2,0,0,0,0,0,0,,0,0,
1177.jpg,0,0,0,1,0,0,0,0,,1,1,
1178.jpg,0.1,0,0.5,0.5,0.5,0.5,0,1,,0,1,
1179.jpg,0,0.7,0,1,0,0,0,0,,1,1,
118.jpg,0.1,0,0.5,1.5,0.5,0.5,0,1,,1,2,
1180.jpg,0,0.2,0.5,0,0.5,0,0,1,,0,0,
1181.jpg,0.1,0.1,0,0,0,0,0,0,,0,0,
1182.jpg,0,0.6,0,0.5,0,0.5,0,0,,1,0,
1183.jpg,0,0.1,0.5,0.5,0.5,0.5,0,1,,0,1,
1184.jpg,0,0.5,1,1,1,1,0,2,,0,2,
1185.jpg,0,0.9,0,2,0,0,0,0,,2,2,
1186.jpg,0,0.8,1,1.5,1,0.5,0,2,,2,1,
1187.jpg,0,0.4,0.5,0,0.5,0,0,1,,0,0,
1188.jpg,0,1.5,0,1.5,0,0.5,0,0,,1,2,
1189.jpg,0,0.3,0,0,0,0,0,0,,0,0,
119.jpg,0.1,0,0,1,0,1,0,0,,0,2,
1190.jpg,0,0.4,0,0.5,0,0.5,0,0,,0,1,
1191.jpg,0,0.2,0.5,0,0.5,0,0,1,,0,0,
1192.jpg,0,0,0,0.5,0,0.5,0,0,,1,0,
1193.jpg,0,0.7,0.5,0.5,0.5,0.5,0,1,,0,1,
1194.jpg,0,0.1,0,0,0,0,0,0,,0,0,
1195.jpg,0.1,0,0.5,0,0.5,0,0,1,,0,0,
1196.jpg,0.1,0.2,0,0.5,0,0.5,0,0,,0,1,
1197.jpg,0,0.2,0.5,0.5,0.5,0.5,0,1,,0,1,
1198.jpg,0,0,0.5,1,0.5,0,0,1,,1,1,
1199.jpg,0,0,0.5,0,0.5,0,0,1,,0,0,
12.jpg,0,7,0.5,7.5,0.5,0.5,0,1,,7,8,
120.jpg,0,0.2,0.5,1.5,0.5,0.5,0,1,,1,2,
1200.jpg,0,0,0,0,0,0,0,0,,0,0,
1201.jpg,0,0.2,0.5,0,0.5,0,0,1,,0,0,
1202.jpg,0,0,0,0.5,0,0.5,0,0,,1,0,
1203.jpg,0,0.6,0,1,0,0,0,0,,1,1,
1204.jpg,0,0,0,1,0,1,0,0,,0,2,
1205.jpg,0.1,0.2,1,0.5,0,0.5,1,1,,0,1,
1206.jpg,0,0.2,0,0,0,0,0,0,,0,0,
1207.jpg,0,0,0,0.5,0,0.5,0,0,,0,1,
1208.jpg,0,0.2,0,1,0,1,0,0,,0,2,
1209.jpg,0,0.3,0,1.5,0,0.5,0,0,,1,2,
121.jpg,0,0.1,0.5,1,0.5,1,0,1,,0,2,
1210.jpg,0.1,0,1,0.5,1,0.5,0,2,,1,0,
1211.jpg,0,0.6,0.5,2,0.5,0,0,1,,2,2,
1212.jpg,0,0.2,0.5,0.5,0.5,0.5,0,1,,1,0,
1213.jpg,0,0.4,0.5,0,0.5,0,0,1,,0,0,
1214.jpg,0,0.1,0.5,0.5,0.5,0.5,0,1,,0,1,
1215.jpg,0,0,1,0,1,0,0,2,,0,0,
1216.jpg,0,0,0.5,1,0.5,1,1,0,,0,2,
1217.jpg,0,0.1,0,0.5,0,0.5,0,0,,0,1,
1218.jpg,0,0.2,1,1,1,0,0,2,,1,1,
